,DUOL,DUOL_adjusted,SPY,SPY_adjusted
2021-09,0.28403831232796173,0.28403831232796173,-0.049650064291284046,-0.04660544542555778
2021-10,0.04406108321809299,0.04406108321809299,0.07016354645052014,0.07016342413634735
2021-11,-0.36559386900476043,-0.36559386900476043,-0.008034844728157298,-0.008034762693152397
2021-12,-0.03702696924091853,-0.03702696924091853,0.04258493722111578,0.04624767556565512
2022-01,-0.057487498247417834,-0.057487498247417834,-0.05274125872418456,-0.052741261480496404
2022-02,-0.13718629064735122,-0.13718629064735122,-0.02951701156053954,-0.02951685591387898
2022-03,0.10221346159746214,0.10221346159746214,0.034376954395641146,0.03759042008595381
2022-04,-0.09084217573549336,-0.09084217573549336,-0.08776904916030037,-0.08776914981961281
2022-05,-0.033075061523959004,-0.033075061523959004,0.0022572637761679726,0.0022573109472578956
2022-06,0.047123578670545285,0.047123578670545285,-0.08640688084819259,-0.08246053520140795
2022-07,0.04797255056358174,0.04797255056358174,0.0920874492627568,0.09208732665383046
2022-08,0.024741107826336872,0.024741107826336872,-0.040801956253914806,-0.040801805332631225
2022-09,0.012869674080725702,0.012869674080725702,-0.09615871426764377,-0.09244591384534673
2022-10,-0.14060702034059158,-0.14060702034059158,0.08127554559207328,0.08127570248162952
2022-11,-0.14870477411435068,-0.14870477411435068,0.05559152195885231,0.05559130978348037
2022-12,0.020955922532569282,0.020955922532569282,-0.061935833137832574,-0.05762817298504219
2023-01,0.3424715528044113,0.3424715528044113,0.06288737486898976,0.06288752211319526
2023-02,-0.049219782735228645,-0.049219782735228645,-0.025142690770707743,-0.025142980205017484
2023-03,0.5705473609429625,0.5705473609429625,0.0331348219836225,0.0370780515552942
2023-04,-0.04509427618291195,-0.04509427618291195,0.015974932932743657,0.01597472470962491
2023-05,0.09848709827731228,0.09848709827731228,0.00461619373823563,0.004616322947040841
2023-06,-0.044327101411721026,-0.044327101411721026,0.06085914156832972,0.0647997530356983
2023-07,0.08570029236582322,0.08570029236582322,0.032733283264714474,0.03273330594376356
2023-08,-0.05174301599955633,-0.05174301599955633,-0.016251998301697657,-0.016251928758105882
2023-09,0.1271404660877673,0.1271404660877673,-0.050782713017063164,-0.0474345714244615
2023-10,-0.11949112346344992,-0.11949112346344992,-0.02170861453354289,-0.021708458496619287
2023-11,0.4535432307447511,0.4535432307447511,0.0913438081645539,0.0913436684685558
2023-12,0.068585488142902,0.068585488142902,0.04143296212751113,0.04565526741573289
2024-01,-0.21141725996684435,-0.21141725996684435,0.01592646349351301,0.015926551738931094
2024-02,0.3360165510394084,0.3360165510394084,0.0521868402804726,0.05218679964134321
2024-03,-0.07707112204579625,-0.07707112204579625,0.029503269461728765,0.03270203210679101
2024-04,0.023438199864124876,0.023438199864124876,-0.040319643723747745,-0.040319680046053685
2024-05,-0.15215949547515228,-0.15215949547515228,0.05057967165061261,0.05057964699309725
2024-06,0.09022991025695193,0.09022991025695193,0.031950956144543685,0.03528024833222676
2024-07,-0.1760195334731416,-0.1760195334731416,0.01210912353501925,0.012109145625789353
2024-08,0.2363033866808184,0.2363033866808184,0.02336558009882239,0.023365535451421948
2024-09,0.32671580795274524,0.32671580795274524,0.017882517067874026,0.021004599190391327
2024-10,0.03882707834053711,0.03882707834053711,-0.008923583083594422,-0.008923387313122477
2024-11,0.18875648551917634,0.18875648551917634,0.05963346277257009,0.05963335645614576
2024-12,-0.06902684349985733,-0.06902684349985733,-0.027333783149596447,-0.024060222840677103
2025-01,0.12262892977455886,0.12262892977455886,0.026856384410666845,0.026856243481429898
2025-02,-0.14264123822944885,-0.14264123822944885,-0.012694849881123349,-0.01269461771372793
2025-03,-0.004902742152043227,-0.004902742152043227,-0.05855124449861304,-0.05571920548668341
2025-04,0.2542023580513524,0.2542023580513524,-0.008670223804659538,-0.008670177212539043
2025-05,0.33411207429025747,0.33411207429025747,0.06284494897025317,0.06284478954355088
2025-06,-0.21090818003380596,-0.21090818003380596,0.048287144726189446,0.0513862457746872
2025-07,-0.15479733408457497,-0.15479733408457497,0.023031548217528286,0.02303146683242674
2025-08,-0.1404992184576096,-0.1404992184576096,0.020519507582030583,0.02051954476092477
2025-09,0.08050766187349612,0.08050766187349612,0.03275715879804686,0.035620461449873186
2025-10,-0.1590852046732555,-0.1590852046732555,0.0238374088945974,0.023837409863407766
2025-11,-0.2927505420410512,-0.2927505420410512,0.0019500001387040555,0.0019499627157142374
2025-12,-0.08312002172151278,-0.08312002172151278,-0.0021510875294797893,0.000797497263286262
2026-01,-0.2361253700365028,-0.2361253700365028,0.014737781623702428,0.014737793329742122
2026-02,-0.24660598359435426,-0.24660598359435426,-0.008641965290305365,-0.008641994294614319
2026-03,-0.02405940896213643,-0.02405940896213643,-0.05196863494571702,-0.04937951897005721
2026-04,0.11697269772744345,0.11697269772744345,0.10505265471572445,0.10505264083288113
2026-05,0.011444161250616425,0.011444161250616425,0.05262573224822242,0.05262574755586291
2026-06,0.032866343504443396,0.032866343504443396,-0.01283571434565034,-0.010292580956815511
2026-07,0.17205704654070098,0.17205704654070098,0.00034817917005858234,0.00034822442006920973
2026-08,0.1005118559242495,0.1005118559242495,0.0267994025821654,0.026799359784972054
